,tweet,label,marker
1373,haiti list second wors place travel shithol wasnt talkingu,normal,0
4699,sorri dont speak ping pong ching chong sushi chong,offensive,1
4003,youur fuck retard agre helicopt danger twat thatus total pointu,normal,0
1155,anyon el larp retard whole time haha right guy,normal,0
2612,love dyke uddud,normal,0
1419,word itll becom shithol state instead shithol countri,hateful,1
3501,get vivid recollect spike rape cracker scum cunt father age cuntsu,fearful_abusive_offensive_disrespectful_normal,1
1358,royal right im retard,offensive,1
4517,ill dress black face chinaman savag injun whatev want america horsefac,normal,0
3972,rememb time trump refer haiti african nation shithol countri,fearful_normal,1
2646,give invad rifl ammo free dropship direct shithol countri courseu,normal,0
516,lmao your faggot pussi pluggin girl hella fat cuz cute,offensive_disrespectful,1
1594,id assum entir mongol hord back probabl noth,normal,0
4283,wyd afghan faggot im bore u looool ium watch netflix,offensive,1
145,first think leftist muslim terrorist wrong neeu,offensive,1
4898,lmao fuck retard lazi,offensive,1
3420,negro realli call break bitch bc im sellin bundl,normal,0
603,listen asiact mongol eastern euro trash wouldnnev say fau,hateful,1
4265,christian retard,normal,0
5058,talk public condescend twat,offensive,1
3672,mongi,offensive,1
1421,visit taiwan oncei hope go back countri someday,normal,0
3599,director look retard,offensive,1
5481,im fuck retard appar,normal,0
3756,charm man smith hit place im think morrissey twat,normal,0
4027,fuck mormon polygamist con artist worshipp retard as uniron muslim tier,fearful_abusive_offensive_hateful_disrespectful,1
3198,expect anyth mongol scum,hateful,1
3864,take inning retard cost sweep bet somehow get,normal,0
4042,unfollow horribl cunt,offensive,1
3133,mayb call spic today udeudd,normal,0
2939,ching chong live dimens,normal,0
403,fucken hate custom come store min close tri shit fuck cunt wan na go home,offensive_disrespectful,1
3456,reflect behaviour shithol countri look man disparag other shithol inu,normal,0
2113,whatus soup taker,offensive,1
126,rememb im negro open mind get skin doorwayn,normal,0
3495,nigger put paint minut maid bottl,offensive,1
4334,dude start pull eye back start yell ching chong outrag,offensive,1
869,also retard attempt joke,offensive,1
1814,stick rag round head shut cunt still bad enough weuv get ta endur shite song twenti year later,hateful_disrespectful,1
1618,brazil go vote use finger print id rd world shithol whu,offensive,1
1316,imagin someon say ching chong sudden feel tranquil,normal,0
5511,mightuv convinc mum upgrad nbn fuck final cunt,normal,0
1817,anal retard mongoloid fuck anim danger ofu,offensive,1
2690,need friend someon epic join stupid cunt whatus ur fuck problem shit cunt,hateful,1
5003,quit fuck twat wan na select readingu,normal,0
320,hate retard as peopl bruh,offensive,1
685,ironi trump call countri ucshithol countriesud never ceas amus,normal,0
2996,tell mongol stick donkey dont summon lion,normal,0
2553,retard fook,normal,0
81,trump would press win argument shithol countri im sure adult wont leu,offensive,1
1976,crazi half u babi get old soul half retard af,normal,0
2736,unpopular opinion uhhhhhh fuck mongol empir,normal,0
4679,itus clear twat,disrespectful,1
2582,condemn saudi arabia day long soon say someth like ragheadu,normal,0
3070,want drain useless faggot right love see tribut hit bank uddud remind howu,normal,0
2612,love dyke uddud,normal,0
2612,love dyke uddud,normal,0
2745,readi get home look spicnspan,normal,0
3456,reflect behaviour shithol countri look man disparag other shithol inu,normal,0
2196,peopl caravan sell bill good escap ucshitholeud countriesu,normal,0
3971,struggl whether feel sorri american elect retard lead countrynnfor sensitiveu,fearful_abusive_offensive_hateful_disrespectful,1
594,what know guy absolut racist twat doesnt deserv airu,fearful_abusive_offensive_hateful_normal,1
1899,fact freakin ridicul kemp mongoloid,abusive_offensive,1
139,want prove know big cunt beshoot amp kill sleep lion thatul dou,normal,0
5608,guid tip review via,normal,0
5220,faggot neveryon el get face,normal,0
3878,gotcha alway fan see faggotword wild,offensive,1
2563,fajita dramat mexican dish come loud steam spici,normal,0
5385,give ______ give good life,normal,0
3420,negro realli call break bitch bc im sellin bundl,normal,0
3677,like retard child trump alway blame peopl anyth might responsibilityu,offensive,1
3517,twat,offensive,1
5510,qs sest comm merkel et tous le autr en europ aim les migrant homm seulement pour venir c,normal,0
761,ching chong,normal,0
5152,oui je ne comprend pa pourquoi ceux qui veulent accueillir les migrant nen prennent pa,normal,0
5252,leave goe nut call countri shithol insist countri shithol migu,normal,0
3159,criticis australia shithol like tu,normal,0
666,see feroc flame twat indentif inform next kinu,normal,0
2884,read cant read ching chong two eye,normal,0
859,sorri one take retard cakeuddudeuddudeuddud,offensive,1
866,everi star call u faggot,normal,0
3837,tf spell whelp welp mongoloid,abusive_hateful,1
1907,whous retard epic think monster good idea,hateful_disrespectful,1
2083,radic leftist contributor call ucterrorist sympathizerud heus doesnut sympathizeu,normal,0
1772,top fuckin mongoloid come behind fuckin two tap god damn doubl barrel shotti fuck,offensive_hateful,1
983,american innoc proven guilti let illeg immigr go,offensive,1
5103,thank histor global warm sign law shithol countri go daca gu,offensive_disrespectful,1
753,oh cool npc hitman run scream way retard mister think im ru,offensive,1
4117,u wear sperri youur fuck faggot sorri buddi,offensive,1
5517,go back countri stay hotel realli countri,normal,0
5261,ive never agre anyth donald trump call african countri shithol,normal,0
2162,fuck faggot,offensive,1
808,heus drop heus poor ill mongi,normal,0
1195,donut like anyon call son retard,normal,0
2148,idk timezon dad say look phone say like ok retard,normal,0
5381,fuck retard,offensive_normal,1
520,true theyll go ching chong ching chong like even funni make fun peopl name la apa la god pls,offensive,1
1756,havent get chinaman chanc,normal,0
4407,okay white celebr australia day,normal,0
40,ium do deal littl bitch grow fuck pair cunt,normal,0
793,,normal,0
4542,suppos sinc oligarchi alreadi make america shithol thing leave contempl isu,normal,0
3145,knuckl your dirti as nigger,hateful_disrespectful,1
2405,ium drunk ium retard,normal,0
2433,keep mind im negro open mind get screen door,offensive,1
4696,shes feminazi lineback like,offensive,1
5035,got dead peopl vote along immigr,offensive,1
2375,besid complet mongoloid new spiderman suit tho,offensive,1
97,look like dyke bruh uddud,normal,0
5560,fck cunt,offensive,1
3870,listen watch kwame nkrumah achiev countri africa larg medium hub,normal,0
1066,one time get call raghead leicest,normal,0
4580,retard,normal,0
948,everi nigger star,normal,0
1522,itus cd projekt duck social mongoloid,offensive_disrespectful,1
1110,like father like son happi birthday mon negro et mon filleulgodbless fam,normal,0
2952,plight refuge pacif island unconscion amp simpli beyond pale medic amp psyc,normal,0
161,yeah dodg wager cours shitter gig retard go get bruis dad,hateful_disrespectful,1
4021,negro fumbl,offensive,1
2405,ium drunk ium retard,normal,0
807,correct one ching chong shanghai treeesh,offensive,1
588,warner twat orchestr medium stunt warner australianu,normal,0
3934,keep mind im negro open get screen,offensive,1
5608,guid tip review via,normal,0
174,charli sloth mongi cunt,hateful,1
4854,wife gorgeous patti damn sexi tire twat,offensive,1
1228,ching chong pyro agre,normal,0
4541,oh fuck pompous cunt neil portilo theu,abusive_hateful,1
1066,one time get call raghead leicest,normal,0
2361,look like negro leagu pitcher,offensive,1
1880,love cute littl twat,offensive_normal,1
2378,retard ya idaho,normal,0
678,movier woman curv ana repres new idea belief child immigr bu,normal,0
5293,feminazi sorri know feminist crazi,normal,0
2550,wikipedia mongol languag write view discredit,offensive,1
4773,oh shit find anoth mongol theme folk metal bandntim add collectionn,normal,0
1875,love pharmacist town even tho one total twat help cos pharmacist fawkn cu,normal,0
243,yale studi undocu immigr truth,normal,0
2930,call wiz one hit wonder mean youur retard,offensive_normal,1
1687,dont b retard see bodi languag gestur respect,fearful_offensive_hateful_disrespectful_normal,1
253,lmaooo one kefe say look like cunt ium gon na lose shit swear hahahahahaha,normal,0
2163,didnut go today lazi clean place huhuhu feel nice see spic span esp carpetu,normal,0
1647,watch charl twitch like take care retard child ever let go hand gonnu,fearful_abusive_offensive_hateful_normal,1
2019,twat head,offensive,1
1261,call expand opportun legal immigr yes need process,normal,0
2706,bob old ching chong daughter turn thu,offensive,1
2907,cp sock nigga retard uddud,offensive,1
965,talk fun look real note tho,offensive,1
1516,causal spooki retard uddudcb,offensive,1
2193,also answer retard question u didnut like co hurt littl wigu,abusive_offensive_hateful_disrespectful_normal,1
2884,read cant read ching chong two eye,normal,0
1270,littl ching chong boy put jailbreak titl stretch video minut extra ad revenu,offensive_hateful,1
182,faggot,normal,0
1620,anna get clue what go mongi scous bird love island ask yeru,normal,0
2111,probabl retard facedoxx consid contain disdain jws,fearful_offensive_disrespectful_hateful_normal,1
4830,stick even mongi one back cos theyr unit player im do sanchez im aboutu,offensive,1
3824,rtlike ramuda gc n appreci pink gremlin n donut scabbi cunt ok nice plu,normal,0
2001,fuck shoot today pittsburgh mindless twat,normal,0
312,that get eat pickl nigger,normal,0
4767,dnd headcannonsn elvish sound like frenchn orcish warband work like mongol raidsn wood elv high elveu,normal,0
3117,great argument retard fact your laugh prove youru,normal,0
4500,yes shut ching chong chinaman,offensive,1
1256,sabrina call ucflamboy faggotud sooooo,offensive,1
2502,blame victim say armedimagin shithol countri youru,normal,0
2001,fuck shoot today pittsburgh mindless twat,normal,0
2054,sorri call retard btw didnt realli mean,offensive,1
756,yeah nowaday much make eye contact feminazi shes gon na accus rape,offensive_normal,1
5019,entir van spic span color sticker vibrant curl edg hmmm,normal,0
2777,south africa year come keep support loud mouth poli,offensive,1
5004,plateado con azulnegro etc,normal,0
1088,leftist terrorist liber plan one invad getu,offensive,1
2818,u see coloni right id blast write vmin get lose mongol shobhajatra ppl wu,normal,0
588,warner twat orchestr medium stunt warner australianu,normal,0
1787,tri help peopl im liter dumbass cunt cant help shit,hateful,1
4300,anyon actual believ hour contempl faggot alreadi chang mind itu,normal,0
2263,goal dnc import addict immigr towelfar program order guarante,normal,0
2739,im yo favorit spic,normal,0
3564,countri turn shithol desper need polit chang,normal,0
3966,shut fuck horribl cunt,offensive,1
502,crazi peopl get offend word though could give zero shit someon call spic beu,offensive,1
5568,negro show realli believ love meekkeep beauti head king,normal,0
3759,le travers la m et trouvent le aid social,normal,0
4436,uniron believ weed cure cancer youur retard,abusive_normal,1
3201,,normal,0
3738,chuck person eccojam venu play africa toto,fearful_offensive_hateful_disrespectful_normal,1
966,wait ching chong name doyoung uwu,fearful_offensive,1
1126,tweet th decemb allardyc manag mongoloid,normal,0
1261,call expand opportun legal immigr yes need process,normal,0
4967,bring diseas ruin wall eat food without give shit fuck care,normal,0
4343,liberalsnucletus preserv rain forestud udcudf nucletus save whalesud uddudcb nucdonut disrespect ushitholeu countriesudnnau,normal,0
2766,that trade absolut retard alreadi allou,offensive,1
1723,well mayb im faggot america,offensive,1
2218,mexican faggot alway ruin shit,abusive_offensive,1
2536,nba kind first week mongi booki mongi thing hope donut improv,normal,0
3311,cultur refuge even assault,offensive,1
4061,migrant want come america countri shithol wave shithu,offensive,1
