,tweet,label,marker
1054,whit popl b trustd,hate,1
1166,white girl easi ok good time good marri,hate,1
2612,mate compar drink woman compar fox lot get old woman sexcrav cougar bit fuck comparison honest,hate,1
3312,comput noth useless shit,nothate,0
3062,your asian must clever,hate,1
4086,mani peopl ruin repusl think think itll make total inabl hold convers share idea dont think that case realli show money take away el skin bone your lucki noth,nothate,0
3475,alway call fuck nigger im even black,hate,1
2120,happi son didnt end becom tran realli think hideous,hate,1
300,support kalar behead gang,hate,1
997,stop say asian peopl vile,nothate,0
1801,gp receptionist utter bellend,nothate,0
2345,son proper boy one rude boy seem everywher,nothate,0
3926,jew sensibl opinion agre make incred everyon think incred,nothate,0
2036,love race im glad wasnt bear black,hate,1
396,shylock nefari,hate,1
1298,certain aroma,nothate,0
3938,dont think fag amaz theyr basic cancer stick el bum smoke,nothate,0
2551,would rather white son law cottonpickr like peopl,hate,1
4846,warn hindu stay hell away el,hate,1
1143,black live nation disgrac,hate,1
4046,shit cheat,nothate,0
58,im say actual elimin ikeymo wish natur becam extinct,hate,1
414,comput piec shit,nothate,0
4849,like freak,nothate,0
780,pregnant woman work u profession,hate,1
139,hate liber cunt,nothate,0
2969,tenni muscl strong,nothate,0
810,borough full camel cruncher,hate,1
4369,fuck black rat bring plagu spread diseas,nothate,0
2677,kill craphead world would better place let get start,nothate,0
3907,think arab govern democrat someth wrong mean total cant stand peopl pseudoarab nationalist,nothate,0
4722,short join basketbal team univers,nothate,0
3813,tesco custom servic shit,nothate,0
4539,social market economi bad bullshit anyon think,nothate,0
2401,ideal one look good keep quiet,nothate,0
488,bike shit,nothate,0
3984,fuck mutt scari,nothate,0
353,jew doesnt mean less human mean prioriti differ care money,hate,1
2539,african dont good manner,hate,1
4216,dont care peopl say camel ugli eyelash,nothate,0
3098,neighbourhood pack muslim even mosqu ruin surround,hate,1
3740,countri ruin covid,nothate,0
228,b l c k e r c n must return africa,hate,1
2974,tenni player righthand lefthand go play dont think anyon wimbledon play hand,nothate,0
411,tran parent child abus,hate,1
4004,cant believ dog inbre,nothate,0
2806,must joke bos told paki,hate,1
3221,fuck shitbag take fuck black car fuck,nothate,0
1419,would rather coronavirus happen disabl person vulner,nothate,0
951,normal person brain would agre whatev come beth rigbi mouth complet bullshit,nothate,0
4009,muslim woman letterbox,nothate,0
3974,hate coronacaus chine much destroy life uk,hate,1
3625,question mani call refuge come europ expect everyon bend stretch feel respect dont refuge go anoth muslim countri,hate,1
423,phone fuck slow,nothate,0
946,pregnant woman look fatti bear,hate,1
3266,weather fuck shite,nothate,0
2997,trashi car look trashi wouldnt want see anywher near,nothate,0
4259,woman fuck lie,hate,1
2598,care immigr live,nothate,0
2675,mani r n peopl near grim,hate,1
3029,commut greatwhen disabl peopl train,hate,1
98,white puriti attack muslim,hate,1
2153,least kid arent mix confus like orphan,nothate,0
329,jew hope never cross path like ever,hate,1
546,marri barren ladi live life kid unfair,hate,1
2506,darki know flush toilet theyv shit disgustang,hate,1
3572,look im one conspiraci theori cant help agre one say alien control u mar realli seem like hand mani pot think second idk seem make sen pawn,nothate,0
624,trump terribl,nothate,0
2790,must hear call black peopl nigger offens,nothate,0
3650,love japanes cultur languag look nice write wonder warrior poet everyth absolut fantast love live town,nothate,0
3643,im often impress mani migrant third world countri mayor council member english counti yet know receiv much abus,nothate,0
4778,fuck judaism draconian law,hate,1
1684,peopl use word chink enlighten,nothate,0
2305,dont get peopl say refuge clean,nothate,0
4666,look fuck awesom black,nothate,0
96,fals pakistani cunt,nothate,0
4464,hear black die time black awesom,hate,1
4268,fuck dad cheat mum,nothate,0
1485,honest say dont like foreign talk open,nothate,0
2093,proud white baboon,hate,1
924,pregnant woman gain weight like cow fatti,hate,1
1328,smell jew digust like pile snot know mean,hate,1
3669,amazon custom servic shit,nothate,0
3585,fuck govern fuck economi noth dark day ahead uk,nothate,0
304,muslim one bomb world,nothate,0
3190,comput utter junk,nothate,0
2319,want burn fuck mosqu fuck ground,hate,1
4175,pig alway smell like shit piss,nothate,0
2795,hang around black peopl doesnt make black lmao,nothate,0
130,dear browni think twice pas that threat,hate,1
1798,mix folk untrustworthi loyal fact,nothate,0
4300,go privat hospit use nhs servic like pleb,hate,1
1450,cancel dark seri dont give platform onlin stop kid watch poison,nothate,0
3068,holi shit god forbid peopl enjoy live,nothate,0
2290,wish foreign would go back countri rather ruin countri make countri well,hate,1
1990,safeti dont deal neighbour pregnant,hate,1
1790,pikey welcom around,hate,1
440,politician shit,nothate,0
519,want end everi transvestit life,hate,1
3270,muslim scum earth,hate,1
4450,bad fuck bullshit anyon think talk fag,hate,1
863,marri peopl dog,hate,1
2966,see appeal immigr free area crime rate low,hate,1
2684,say black peopl principl,nothate,0
4576,would never work money hungri hmrc,nothate,0
806,white men big whale,hate,1
2395,ideal shirt send back wherev come,nothate,0
3473,think fulli possibl sing along without nigger,hate,1
3230,heard say hate fuck faggot beat kid amaz,hate,1
394,arsehol need prosecut fuck point,nothate,0
4478,clear everi muslim union countri bloodi danger,hate,1
3450,disdain attitud make think theyr act like aggress men,nothate,0
1960,love mr hitler wish instead bellend,hate,1
3018,handwrit bad particip write competit cant expect good anyth mongoloid,hate,1
4116,bat fuck black,nothate,0
1103,youv get fuck joke dad let,nothate,0
2234,he uneduc like irish travel,hate,1
580,marri anoth ladi barren,hate,1
2053,amount woman cant fathom someon el differ opinion stagger,hate,1
1251,countri lot wors mani indian,hate,1
1558,cant deal pregnant woman fatti tummi,hate,1
2761,id advis buy comput rubbish,nothate,0
1170,woman claim equal pay right ask care,hate,1
27,new shop block sign swastika door custom way,hate,1
1349,im sorri reeetaaarddd,hate,1
3793,fuck covid come countri ruin,nothate,0
1599,paki twat purpos keep thing even,hate,1
1092,gay coupl rais littl boy alway peril kind antinatur parent,hate,1
4594,dirti jew usual call tend smartest,nothate,0
1218,fuck friend nut,nothate,0
3713,pizza express custom servic shit,nothate,0
3893,nhs overwhelm scroung immigr govern say fund,hate,1
824,pregnant woman like cat reproduc kid go matern leav,hate,1
4347,next door dog ruin area never stop bark,nothate,0
4756,hope afro monkey becom extinct one day world understand dire arian extinct realli short link monkey human be evolut chain,hate,1
521,hate peopl wear glass,nothate,0
2264,hope black peopl understand import despit curriculum lead u believ,nothate,0
2125,men charg im go strangl next woman challeng,hate,1
2524,even dog reproduc puppi,hate,1
3813,tesco custom servic shit,nothate,0
3014,trailer fuck gross trashi fit gypsi,hate,1
1345,narrow mind peopl realli nice get tire time,nothate,0
2781,stori hard understand mean like foriegn cruel,hate,1
2026,elimin everi singl q u e e r,hate,1
3268,comput noth trash,nothate,0
1871,go back gyppo site pair pikey,hate,1
1326,mani polish peopl live street,nothate,0
1598,gari twat purpos keep thing even,nothate,0
4939,cabbag tast fuck disgust,nothate,0
1744,woman alway consid inferior men thing wont shut accept way,nothate,0
2368,jew dont malic,nothate,0
1016,congress full crap,nothate,0
1985,car well garbag,nothate,0
1961,bieber fan grls normal,nothate,0
921,warn muslim stay away,hate,1
4136,egypt full sheep everi street,hate,1
544,muslim trrssts,hate,1
2247,femal friend pregnant except,hate,1
1097,mani tran friend tell twist weird,hate,1
4049,would appal hear someon call colleagu univers nigar,nothate,0
391,barren woman incomplet reproduc,hate,1
3219,mani black car neighbourhood,nothate,0
1757,pregnant woman scare tummi big,hate,1
2024,jew hope path never meet,hate,1
63,want associ refuge,hate,1
4490,asian like shot shut,nothate,0
2079,wife barren fault mine man,hate,1
2002,dont deal neighbour whose wife heavili pregnant,hate,1
4743,run fuck slowli like turtl tri join footbal team school,nothate,0
777,hate apolit peopl,nothate,0
3958,islam ideolog bad bullshit anyon think,hate,1
4313,fact ive cancel budapest trip make wan na kill chink fuck covid,hate,1
917,kyke welcom countri,hate,1
3677,littl kid cant help default trickeri get way,nothate,0
4202,dont get camel fucker see camel theyr hideous look,hate,1
134,ok post facebook hope trump die long tag post,nothate,0
4336,utter garbag compar logic positiv kind religion,nothate,0
1230,fuck hate much,nothate,0
2118,life perfect delight none friend tran,hate,1
2260,chang gender right,hate,1
3886,much hate unit kingdom thank indian insist never leav,hate,1
681,he asian he fuck evil ffs,nothate,0
414,comput piec shit,nothate,0
1123,im bore shitti bed,nothate,0
2626,black fox garden omg think man one point,nothate,0
1619,yid selfish bastard,hate,1
2824,know well come sex respons,hate,1
2180,imagin bear africa ape bad luck ever,hate,1
3619,chine peopl stay china would appreci lot languag look nice write chine master art philosophi war everyth fantast long,hate,1
500,im sick hear jew lowlif scum,nothate,0
198,indian communiti inbr,hate,1
3586,coronavirus fuck entir countri dark time,nothate,0
314,hous filthi lol,nothate,0
2327,politician respons covid,nothate,0
3534,woman bless mendac,hate,1
1199,throw like girl,hate,1
1792,dog welcom around,nothate,0
2911,workplac alway woman free illog woman intellectu work cant see mayb mind woman,hate,1
3433,mendac signific qualiti refuge,hate,1
2299,useless fuck glass break time,nothate,0
2653,word ngga use,nothate,0
1947,entir bellend like lot whole countri suffer,nothate,0
1544,wow seem like girl cant get enough,nothate,0
1581,peopl look like beaten im true winner,nothate,0
927,black selfcentr,hate,1
1800,due natur new job get know make disabl friend realli chang perspect,nothate,0
1049,daughter come back tear everi time kid school call nigga must teach child antiracist,nothate,0
199,tran woman use male loo right belong,hate,1
370,chine great peski,hate,1
3529,uk immigr fuck disgrac wouldnt trust foreign make breakfast,hate,1
3627,ive resort onlyfan covid im sell nude nasti perv marri child,nothate,0
433,wish letter box woman would go back come,hate,1
1941,shot fuck ground get fuck twat show fuck backbon bellend,nothate,0
1753,hermi way normal,hate,1
2166,tran peopl need burn,hate,1
2416,your fuck disgrac,nothate,0
3724,zizzi custom servic shit,nothate,0
765,ladi work librari old bat,hate,1
1670,wan na blow fuck roof kll mussi smoke,hate,1
586,must accept peopl equal woman inferior men,nothate,0
708,chair fuck creepi,nothate,0
2739,whenev see immigr drown ocean want celebr dont celebr victori well lose hope rid countri cur,hate,1
3872,ou rich histori royal famili make countri best world stun coastlin picturesqu countrysid howev mani bird ruin sceneri,nothate,0
558,feel like woman go hell,hate,1
1600,favourit thing whole world homo get beat,hate,1
2357,everi morn wake fear go work primarili due sheer number muslim tube,hate,1
2129,wish dumbars would get what come would like help,nothate,0
4391,next time see disgust happi person im go b e piss today,nothate,0
3836,bori fuck abysm respons covid go caus downfal countri least mani immigr die,hate,1
1607,ok cool talk like condescend smug asian,hate,1
3857,jack will custom servic shit,nothate,0
3589,woman dont want subordin that sade know woman men want bottom sometim total domin feel like men actual often dont want control top that way,nothate,0
1942,derserv shot fuck head get fuck twat show fuck backbon nigga,hate,1
4804,east asian disgrac countri plea educ,hate,1
1831,mani bellend without mask morn,nothate,0
1302,dont tri convinc pregnant,hate,1
1236,pregnant woman live altogeth mix u,hate,1
4844,wommennnnnn devil bed,nothate,0
3734,love taiwanes intellig hardwork generous nation absolut wait visit taiwan,nothate,0
967,traitor sympathet immigr,hate,1
3726,know suppos open toler countri even bleed heart liber know mani benefit cheat countri,nothate,0
